	sub	emotion	mapping	intensity	score
2997	24	happy	Matsumoto2008	2	0.6843571959375774
5157	24	happy	Matsumoto2008	3	0.7405319318362796
7317	24	happy	Matsumoto2008	4	0.7864264134656884
9477	24	happy	Matsumoto2008	5	0.8624896179401993
838	24	sadness	Matsumoto2008	1	0.5827662185530207
2998	24	sadness	Matsumoto2008	2	0.5818181818181818
5158	24	sadness	Matsumoto2008	3	0.615216321172674
7318	24	sadness	Matsumoto2008	4	0.700592885375494
9478	24	sadness	Matsumoto2008	5	0.7568293775190327
839	24	surprise	Matsumoto2008	1	0.914916122327791
2999	24	surprise	Matsumoto2008	2	0.8527461652647204
5159	24	surprise	Matsumoto2008	3	0.8134057971014492
7319	24	surprise	Matsumoto2008	4	0.8008311734739476
9479	24	surprise	Matsumoto2008	5	0.8011391031822566
870	25	anger	Matsumoto2008	1	0.6386401194093502
3030	25	anger	Matsumoto2008	2	0.5583302446256486
5190	25	anger	Matsumoto2008	3	0.5893926874612683
7350	25	anger	Matsumoto2008	4	0.5555740654361299
9510	25	anger	Matsumoto2008	5	0.5368924057136986
871	25	disgust	Matsumoto2008	1	0.6008382642998027
3031	25	disgust	Matsumoto2008	2	0.6555786555786555
5191	25	disgust	Matsumoto2008	3	0.6590601300108342
7351	25	disgust	Matsumoto2008	4	0.7071176213727125
9511	25	disgust	Matsumoto2008	5	0.7617318143812709
872	25	fear	Matsumoto2008	1	0.5237531852930469
3032	25	fear	Matsumoto2008	2	0.5832790091264668
5192	25	fear	Matsumoto2008	3	0.684594325535092
7352	25	fear	Matsumoto2008	4	0.6553356844305119
9512	25	fear	Matsumoto2008	5	0.6667385444743935
873	25	happy	Matsumoto2008	1	0.7366475515826165
3033	25	happy	Matsumoto2008	2	0.6778125337072592
5193	25	happy	Matsumoto2008	3	0.7381331080073563
7353	25	happy	Matsumoto2008	4	0.7650540492645755
9513	25	happy	Matsumoto2008	5	0.876220326790669
874	25	sadness	Matsumoto2008	1	0.6140921831205233
3034	25	sadness	Matsumoto2008	2	0.6848137973137973
5194	25	sadness	Matsumoto2008	3	0.6568686680918301
7354	25	sadness	Matsumoto2008	4	0.7119367732558141
9514	25	sadness	Matsumoto2008	5	0.6901754385964912
875	25	surprise	Matsumoto2008	1	0.7527422600116831
3035	25	surprise	Matsumoto2008	2	0.6832147891836473
5195	25	surprise	Matsumoto2008	3	0.7382841215388385
7355	25	surprise	Matsumoto2008	4	0.7509824937477669
9515	25	surprise	Matsumoto2008	5	0.7466380070546736
906	26	anger	Matsumoto2008	1	0.5888281249999999
3066	26	anger	Matsumoto2008	2	0.6307432432432432
5226	26	anger	Matsumoto2008	3	0.5803545793855871
7386	26	anger	Matsumoto2008	4	0.6504143323996264
9546	26	anger	Matsumoto2008	5	0.6319256756756757
907	26	disgust	Matsumoto2008	1	0.5976626016260164
3067	26	disgust	Matsumoto2008	2	0.6612477022058825
5227	26	disgust	Matsumoto2008	3	0.6620010519548828
7387	26	disgust	Matsumoto2008	4	0.7216557498818286
9547	26	disgust	Matsumoto2008	5	0.7375432027649769
908	26	fear	Matsumoto2008	1	0.702773497688752
3068	26	fear	Matsumoto2008	2	0.6463212244145307
5228	26	fear	Matsumoto2008	3	0.7564307078763709
7388	26	fear	Matsumoto2008	4	0.7062857142857142
9548	26	fear	Matsumoto2008	5	0.7993295019157087
909	26	happy	Matsumoto2008	1	0.7132201646090535
3069	26	happy	Matsumoto2008	2	0.7673250846141042
5229	26	happy	Matsumoto2008	3	0.7907024793388432
7389	26	happy	Matsumoto2008	4	0.833051905146465
9549	26	happy	Matsumoto2008	5	0.9268774703557313
910	26	sadness	Matsumoto2008	1	0.5507572012762324
3070	26	sadness	Matsumoto2008	2	0.6476603051945518
5230	26	sadness	Matsumoto2008	3	0.6779507941451262
7390	26	sadness	Matsumoto2008	4	0.7207345684006149
9550	26	sadness	Matsumoto2008	5	0.6974317817014446
911	26	surprise	Matsumoto2008	1	0.8918650793650794
3071	26	surprise	Matsumoto2008	2	0.7815970386039133
5231	26	surprise	Matsumoto2008	3	0.8309953584321815
7391	26	surprise	Matsumoto2008	4	0.7896445659603555
9551	26	surprise	Matsumoto2008	5	0.7965719957245381
942	27	anger	Matsumoto2008	1	0.6045811965811966
3102	27	anger	Matsumoto2008	2	0.6694664031620553
5262	27	anger	Matsumoto2008	3	0.6209523809523809
7422	27	anger	Matsumoto2008	4	0.6230263157894737
9582	27	anger	Matsumoto2008	5	0.6171589449767856
943	27	disgust	Matsumoto2008	1	0.5783804430863253
3103	27	disgust	Matsumoto2008	2	0.6722303741746147
5263	27	disgust	Matsumoto2008	3	0.6452538416650457
7423	27	disgust	Matsumoto2008	4	0.6997894182679653
9583	27	disgust	Matsumoto2008	5	0.7000351617440226
944	27	fear	Matsumoto2008	1	0.5860579479000532
3104	27	fear	Matsumoto2008	2	0.61128003003003
5264	27	fear	Matsumoto2008	3	0.6866357069143446
7424	27	fear	Matsumoto2008	4	0.7063679245283019
9584	27	fear	Matsumoto2008	5	0.8000397535281257
945	27	happy	Matsumoto2008	1	0.6939738502238503
3105	27	happy	Matsumoto2008	2	0.6898680418625815
5265	27	happy	Matsumoto2008	3	0.7712166172106826
7425	27	happy	Matsumoto2008	4	0.8102499352499353
9585	27	happy	Matsumoto2008	5	0.8552892561983471
946	27	sadness	Matsumoto2008	1	0.667225868298798
3106	27	sadness	Matsumoto2008	2	0.6779232111692844
5266	27	sadness	Matsumoto2008	3	0.698574702764647
7426	27	sadness	Matsumoto2008	4	0.7101282051282051
9586	27	sadness	Matsumoto2008	5	0.7380401234567902
947	27	surprise	Matsumoto2008	1	0.8409990924841185
3107	27	surprise	Matsumoto2008	2	0.7414168937329702
5267	27	surprise	Matsumoto2008	3	0.8506676557863502
7427	27	surprise	Matsumoto2008	4	0.8223343685300207
9587	27	surprise	Matsumoto2008	5	0.7722978605168102
978	28	anger	Matsumoto2008	1	0.5606962481962482
3138	28	anger	Matsumoto2008	2	0.5960635359116022
5298	28	anger	Matsumoto2008	3	0.6004172836182528
7458	28	anger	Matsumoto2008	4	0.5977163461538462
9618	28	anger	Matsumoto2008	5	0.5646341463414635
979	28	disgust	Matsumoto2008	1	0.6260586811857229
3139	28	disgust	Matsumoto2008	2	0.6486285525446134
5299	28	disgust	Matsumoto2008	3	0.6093031420045638
7459	28	disgust	Matsumoto2008	4	0.6280791059622024
9619	28	disgust	Matsumoto2008	5	0.6958179820308965
980	28	fear	Matsumoto2008	1	0.5205696202531646
3140	28	fear	Matsumoto2008	2	0.47314285714285714
5300	28	fear	Matsumoto2008	3	0.5405439121756488
7460	28	fear	Matsumoto2008	4	0.5204572803850782
9620	28	fear	Matsumoto2008	5	0.6181089743589744
981	28	happy	Matsumoto2008	1	0.7544172932330826
3141	28	happy	Matsumoto2008	2	0.7724195833551974
5301	28	happy	Matsumoto2008	3	0.7671328671328672
7461	28	happy	Matsumoto2008	4	0.7787868162692847
9621	28	happy	Matsumoto2008	5	0.817165991902834
982	28	sadness	Matsumoto2008	1	0.48631870304468167
3142	28	sadness	Matsumoto2008	2	0.633546552949538
5302	28	sadness	Matsumoto2008	3	0.6528322867608581
7462	28	sadness	Matsumoto2008	4	0.7260201377848436
9622	28	sadness	Matsumoto2008	5	0.6565191565191565
983	28	surprise	Matsumoto2008	1	0.8493795464270433
3143	28	surprise	Matsumoto2008	2	0.7450388010188971
5303	28	surprise	Matsumoto2008	3	0.7724955673758866
7463	28	surprise	Matsumoto2008	4	0.7797356828193833
9623	28	surprise	Matsumoto2008	5	0.6861621707647012
1014	29	anger	Matsumoto2008	1	0.5242501209482341
3174	29	anger	Matsumoto2008	2	0.5978359564164649
5334	29	anger	Matsumoto2008	3	0.4612587412587413
7494	29	anger	Matsumoto2008	4	0.5118006333886291
9654	29	anger	Matsumoto2008	5	0.4544344544344544
1015	29	disgust	Matsumoto2008	1	0.6931968810916179
3175	29	disgust	Matsumoto2008	2	0.7525718807702453
5335	29	disgust	Matsumoto2008	3	0.6835382359575908
7495	29	disgust	Matsumoto2008	4	0.7395998558038933
9655	29	disgust	Matsumoto2008	5	0.667388613861386
1016	29	fear	Matsumoto2008	1	0.46928904428904433
3176	29	fear	Matsumoto2008	2	0.5643343815513627
5336	29	fear	Matsumoto2008	3	0.5995991366019118
7496	29	fear	Matsumoto2008	4	0.6604466501240696
9656	29	fear	Matsumoto2008	5	0.7895173981465291
1017	29	happy	Matsumoto2008	1	0.6260852250099562
3177	29	happy	Matsumoto2008	2	0.6713110924212691
5337	29	happy	Matsumoto2008	3	0.718687474989996
7497	29	happy	Matsumoto2008	4	0.8163134746101559
9657	29	happy	Matsumoto2008	5	0.8341042418772563
1018	29	sadness	Matsumoto2008	1	0.6022049326526847
3178	29	sadness	Matsumoto2008	2	0.583470969381273
5338	29	sadness	Matsumoto2008	3	0.6389156626506024
7498	29	sadness	Matsumoto2008	4	0.7474631914046956
9658	29	sadness	Matsumoto2008	5	0.7425249169435216
1019	29	surprise	Matsumoto2008	1	0.6749727244389028
3179	29	surprise	Matsumoto2008	2	0.6791110255093307
5339	29	surprise	Matsumoto2008	3	0.6453921568627451
7499	29	surprise	Matsumoto2008	4	0.8177528988404639
9659	29	surprise	Matsumoto2008	5	0.7906447945427969
1050	30	anger	Matsumoto2008	1	0.5839616227241822
3210	30	anger	Matsumoto2008	2	0.541431278604119
5370	30	anger	Matsumoto2008	3	0.4780627159181504
7530	30	anger	Matsumoto2008	4	0.4052799433026223
9690	30	anger	Matsumoto2008	5	0.3729019434628975
1051	30	disgust	Matsumoto2008	1	0.5554169851550872
3211	30	disgust	Matsumoto2008	2	0.675926637465099
5371	30	disgust	Matsumoto2008	3	0.6124130167826443
7531	30	disgust	Matsumoto2008	4	0.6404280976786251
9691	30	disgust	Matsumoto2008	5	0.780499803227076
1052	30	fear	Matsumoto2008	1	0.5530003540240737
3212	30	fear	Matsumoto2008	2	0.51252418951534
5372	30	fear	Matsumoto2008	3	0.6295945433876469
7532	30	fear	Matsumoto2008	4	0.6576707903238516
9692	30	fear	Matsumoto2008	5	0.7737114174408152
1053	30	happy	Matsumoto2008	1	0.6455252283601566
3213	30	happy	Matsumoto2008	2	0.6946414776318561
5373	30	happy	Matsumoto2008	3	0.6671536796536797
7533	30	happy	Matsumoto2008	4	0.6766327396098388
9693	30	happy	Matsumoto2008	5	0.7615370962016329
1054	30	sadness	Matsumoto2008	1	0.5683510638297873
3214	30	sadness	Matsumoto2008	2	0.6776001195457263
5374	30	sadness	Matsumoto2008	3	0.5620649651972158
7534	30	sadness	Matsumoto2008	4	0.6990428925912796
9694	30	sadness	Matsumoto2008	5	0.7159509202453989
1055	30	surprise	Matsumoto2008	1	0.7277576274802646
3215	30	surprise	Matsumoto2008	2	0.6856916219687241
5375	30	surprise	Matsumoto2008	3	0.695729724058336
7535	30	surprise	Matsumoto2008	4	0.6407196087564043
9695	30	surprise	Matsumoto2008	5	0.5900718573767509
1086	31	anger	Matsumoto2008	1	0.682591366855272
3246	31	anger	Matsumoto2008	2	0.6481389578163772
5406	31	anger	Matsumoto2008	3	0.6884715025906736
7566	31	anger	Matsumoto2008	4	0.6383596875595352
9726	31	anger	Matsumoto2008	5	0.5603976801988401
1087	31	disgust	Matsumoto2008	1	0.6556310130164119
3247	31	disgust	Matsumoto2008	2	0.7300157805953094
5407	31	disgust	Matsumoto2008	3	0.7125307125307125
7567	31	disgust	Matsumoto2008	4	0.7067121564072784
9727	31	disgust	Matsumoto2008	5	0.7533864541832669
1088	31	fear	Matsumoto2008	1	0.5559851939982814
3248	31	fear	Matsumoto2008	2	0.6611952861952862
5408	31	fear	Matsumoto2008	3	0.6925224071702945
7568	31	fear	Matsumoto2008	4	0.7109970674486804
9728	31	fear	Matsumoto2008	5	0.6664987912973409
1089	31	happy	Matsumoto2008	1	0.7033263157894736
3249	31	happy	Matsumoto2008	2	0.7517241379310345
5409	31	happy	Matsumoto2008	3	0.8193906873094065
7569	31	happy	Matsumoto2008	4	0.8420854600183223
9729	31	happy	Matsumoto2008	5	0.9159172661870504
1090	31	sadness	Matsumoto2008	1	0.5451451298328808
3250	31	sadness	Matsumoto2008	2	0.6647485207100592
5410	31	sadness	Matsumoto2008	3	0.6481281412936258
7570	31	sadness	Matsumoto2008	4	0.6727177140029688
9730	31	sadness	Matsumoto2008	5	0.7777063236870312
1091	31	surprise	Matsumoto2008	1	0.9159121621621622
3251	31	surprise	Matsumoto2008	2	0.8541691214013589
5411	31	surprise	Matsumoto2008	3	0.8082953082953083
7571	31	surprise	Matsumoto2008	4	0.7521849702700767
9731	31	surprise	Matsumoto2008	5	0.766993901532054
1122	32	anger	Matsumoto2008	1	0.6015660316435261
3282	32	anger	Matsumoto2008	2	0.6162346294449983
5442	32	anger	Matsumoto2008	3	0.6144102990033222
7602	32	anger	Matsumoto2008	4	0.597560975609756
9762	32	anger	Matsumoto2008	5	0.5035578456631089
1123	32	disgust	Matsumoto2008	1	0.6064214463840398
3283	32	disgust	Matsumoto2008	2	0.7325065537406734
5443	32	disgust	Matsumoto2008	3	0.6449847145335867
7603	32	disgust	Matsumoto2008	4	0.6931854489022776
9763	32	disgust	Matsumoto2008	5	0.7059604000816494
1124	32	fear	Matsumoto2008	1	0.39357232498499484
3284	32	fear	Matsumoto2008	2	0.4106685763042418
5444	32	fear	Matsumoto2008	3	0.5067682857467865
7604	32	fear	Matsumoto2008	4	0.5031955343418817
9764	32	fear	Matsumoto2008	5	0.6269531249999999
1125	32	happy	Matsumoto2008	1	0.7161656581430151
3285	32	happy	Matsumoto2008	2	0.7206787330316743
5445	32	happy	Matsumoto2008	3	0.7208297781569966
7605	32	happy	Matsumoto2008	4	0.7369135893106232
9765	32	happy	Matsumoto2008	5	0.8545735677083333
1126	32	sadness	Matsumoto2008	1	0.38511939429237035
3286	32	sadness	Matsumoto2008	2	0.6670029347028614
5446	32	sadness	Matsumoto2008	3	0.725552787293678
7606	32	sadness	Matsumoto2008	4	0.7961647727272727
9766	32	sadness	Matsumoto2008	5	0.9473805147058824
1127	32	surprise	Matsumoto2008	1	0.8471028334925182
3287	32	surprise	Matsumoto2008	2	0.7514348708616224
5447	32	surprise	Matsumoto2008	3	0.7979849379198046
7607	32	surprise	Matsumoto2008	4	0.8398832958380202
9767	32	surprise	Matsumoto2008	5	0.8190923447759954
1158	33	anger	Matsumoto2008	1	0.6296236210253082
3318	33	anger	Matsumoto2008	2	0.6017572283150547
5478	33	anger	Matsumoto2008	3	0.553631995477671
7638	33	anger	Matsumoto2008	4	0.5697674418604651
9798	33	anger	Matsumoto2008	5	0.5631313131313131
1159	33	disgust	Matsumoto2008	1	0.6013083690503045
3319	33	disgust	Matsumoto2008	2	0.6275543452962808
5479	33	disgust	Matsumoto2008	3	0.636285803237858
7639	33	disgust	Matsumoto2008	4	0.6659533708323144
9799	33	disgust	Matsumoto2008	5	0.6824142041533346
1160	33	fear	Matsumoto2008	1	0.6853614091921442
3320	33	fear	Matsumoto2008	2	0.6697644460802357
5480	33	fear	Matsumoto2008	3	0.6733967349844887
7640	33	fear	Matsumoto2008	4	0.7570063694267516
9800	33	fear	Matsumoto2008	5	0.753227408142999
1161	33	happy	Matsumoto2008	1	0.6308545761670762
3321	33	happy	Matsumoto2008	2	0.7253032568959787
5481	33	happy	Matsumoto2008	3	0.7561517783291977
7641	33	happy	Matsumoto2008	4	0.820873786407767
9801	33	happy	Matsumoto2008	5	0.9270545454545454
1162	33	sadness	Matsumoto2008	1	0.5163990779310066
3322	33	sadness	Matsumoto2008	2	0.5709688122096881
5482	33	sadness	Matsumoto2008	3	0.6104102878138395
7642	33	sadness	Matsumoto2008	4	0.6688555925514861
9802	33	sadness	Matsumoto2008	5	0.6755555555555555
1163	33	surprise	Matsumoto2008	1	0.8072396001289907
3323	33	surprise	Matsumoto2008	2	0.7329206443914081
5483	33	surprise	Matsumoto2008	3	0.7892857142857144
7643	33	surprise	Matsumoto2008	4	0.7033506108848574
9803	33	surprise	Matsumoto2008	5	0.6392848440545809
1194	34	anger	Matsumoto2008	1	0.5901426718547341
3354	34	anger	Matsumoto2008	2	0.5108645399907535
5514	34	anger	Matsumoto2008	3	0.5390168128654972
7674	34	anger	Matsumoto2008	4	0.6721014492753623
9834	34	anger	Matsumoto2008	5	0.623949864498645
1195	34	disgust	Matsumoto2008	1	0.694997134201261
3355	34	disgust	Matsumoto2008	2	0.8111850443599493
5515	34	disgust	Matsumoto2008	3	0.7765867248062016
7675	34	disgust	Matsumoto2008	4	0.7513454952121339
9835	34	disgust	Matsumoto2008	5	0.7801793794440853
1196	34	fear	Matsumoto2008	1	0.5945778997940975
3356	34	fear	Matsumoto2008	2	0.6046350602802216
5516	34	fear	Matsumoto2008	3	0.7253896807535217
7676	34	fear	Matsumoto2008	4	0.7027853260869565
9836	34	fear	Matsumoto2008	5	0.8308888888888889
1197	34	happy	Matsumoto2008	1	0.7981654288072114
3357	34	happy	Matsumoto2008	2	0.734832588267494
5517	34	happy	Matsumoto2008	3	0.775641966250917
7677	34	happy	Matsumoto2008	4	0.7701158588435375
9837	34	happy	Matsumoto2008	5	0.8772434646898166
1198	34	sadness	Matsumoto2008	1	0.6480716253443526
3358	34	sadness	Matsumoto2008	2	0.7056060606060606
5518	34	sadness	Matsumoto2008	3	0.6722704714640199
7678	34	sadness	Matsumoto2008	4	0.682011217948718
9838	34	sadness	Matsumoto2008	5	0.7643715143715143
1199	34	surprise	Matsumoto2008	1	0.8319357092941999
3359	34	surprise	Matsumoto2008	2	0.7946451204055769
5519	34	surprise	Matsumoto2008	3	0.8128801703163017
7679	34	surprise	Matsumoto2008	4	0.8570966582824291
9839	34	surprise	Matsumoto2008	5	0.8074500768049155
1230	35	anger	Matsumoto2008	1	0.6327964248971194
3390	35	anger	Matsumoto2008	2	0.6839107005388761
5550	35	anger	Matsumoto2008	3	0.6172002662954669
7710	35	anger	Matsumoto2008	4	0.6035341555977229
9870	35	anger	Matsumoto2008	5	0.49571535022354696
1231	35	disgust	Matsumoto2008	1	0.6223758642363295
3391	35	disgust	Matsumoto2008	2	0.6226463665784053
5551	35	disgust	Matsumoto2008	3	0.6707549283154122
7711	35	disgust	Matsumoto2008	4	0.7217560217560217
9871	35	disgust	Matsumoto2008	5	0.7830911233307148
1232	35	fear	Matsumoto2008	1	0.5449392712550608
3392	35	fear	Matsumoto2008	2	0.5802086916638001
5552	35	fear	Matsumoto2008	3	0.5678749111584933
7712	35	fear	Matsumoto2008	4	0.5294849759971553
9872	35	fear	Matsumoto2008	5	0.55616
1233	35	happy	Matsumoto2008	1	0.7360730884319094
3393	35	happy	Matsumoto2008	2	0.796246600830113
5553	35	happy	Matsumoto2008	3	0.7982239649406067
7713	35	happy	Matsumoto2008	4	0.8689539627039626
9873	35	happy	Matsumoto2008	5	0.8914522330671398
1234	35	sadness	Matsumoto2008	1	0.6154298110819849
3394	35	sadness	Matsumoto2008	2	0.676644591611479
5554	35	sadness	Matsumoto2008	3	0.6798663324979115
7714	35	sadness	Matsumoto2008	4	0.6972579921839963
9874	35	sadness	Matsumoto2008	5	0.7198387561186295
1235	35	surprise	Matsumoto2008	1	0.8127696720289312
3395	35	surprise	Matsumoto2008	2	0.7078720067414153
5555	35	surprise	Matsumoto2008	3	0.7223246962377398
7715	35	surprise	Matsumoto2008	4	0.7496483605788765
9875	35	surprise	Matsumoto2008	5	0.6500943396226415
1266	36	anger	Matsumoto2008	1	0.49016574085255404
3426	36	anger	Matsumoto2008	2	0.5259966138217639
5586	36	anger	Matsumoto2008	3	0.5005597166815924
7746	36	anger	Matsumoto2008	4	0.5482124874118832
9906	36	anger	Matsumoto2008	5	0.5200617283950617
1267	36	disgust	Matsumoto2008	1	0.47250000000000003
3427	36	disgust	Matsumoto2008	2	0.5599569610207258
5587	36	disgust	Matsumoto2008	3	0.5459828007536329
7747	36	disgust	Matsumoto2008	4	0.5015112909672261
9907	36	disgust	Matsumoto2008	5	0.6324432999006053
1268	36	fear	Matsumoto2008	1	0.5612717859756593
3428	36	fear	Matsumoto2008	2	0.6115321762650738
5588	36	fear	Matsumoto2008	3	0.57760663507109
7748	36	fear	Matsumoto2008	4	0.6171160229940896
9908	36	fear	Matsumoto2008	5	0.6429427629607432
1269	36	happy	Matsumoto2008	1	0.5318206229860365
3429	36	happy	Matsumoto2008	2	0.7490917782026768
5589	36	happy	Matsumoto2008	3	0.7113471971066908
7749	36	happy	Matsumoto2008	4	0.8036146662054653
9909	36	happy	Matsumoto2008	5	0.8703703703703702
1270	36	sadness	Matsumoto2008	1	0.5561224489795917
3430	36	sadness	Matsumoto2008	2	0.5682367149758454
5590	36	sadness	Matsumoto2008	3	0.5648429584599797
7750	36	sadness	Matsumoto2008	4	0.6385144065556437
9910	36	sadness	Matsumoto2008	5	0.5431547619047619
1271	36	surprise	Matsumoto2008	1	0.6233521657250471
3431	36	surprise	Matsumoto2008	2	0.6083911234396671
5591	36	surprise	Matsumoto2008	3	0.6497221242060691
7751	36	surprise	Matsumoto2008	4	0.6866346538615447
9911	36	surprise	Matsumoto2008	5	0.6202689243027888
1302	37	anger	Matsumoto2008	1	0.5907381877428248
3462	37	anger	Matsumoto2008	2	0.5962312113174182
5622	37	anger	Matsumoto2008	3	0.5644703446433341
7782	37	anger	Matsumoto2008	4	0.533007475560667
9942	37	anger	Matsumoto2008	5	0.5885880077369439
1303	37	disgust	Matsumoto2008	1	0.5823036132692071
3463	37	disgust	Matsumoto2008	2	0.6913937365527134
5623	37	disgust	Matsumoto2008	3	0.6989157075873828
7783	37	disgust	Matsumoto2008	4	0.8454722841669321
9943	37	disgust	Matsumoto2008	5	0.786660092970841
1304	37	fear	Matsumoto2008	1	0.4817799070847851
3464	37	fear	Matsumoto2008	2	0.6070474702680911
5624	37	fear	Matsumoto2008	3	0.6411980655865015
7784	37	fear	Matsumoto2008	4	0.6229748432793292
9944	37	fear	Matsumoto2008	5	0.7271500981033355
1305	37	happy	Matsumoto2008	1	0.6200062519537355
3465	37	happy	Matsumoto2008	2	0.6426496590047992
5625	37	happy	Matsumoto2008	3	0.690778947368421
7785	37	happy	Matsumoto2008	4	0.7635850135850136
9945	37	happy	Matsumoto2008	5	0.8073296836982969
1306	37	sadness	Matsumoto2008	1	0.5285768582084234
3466	37	sadness	Matsumoto2008	2	0.6276858162934111
5626	37	sadness	Matsumoto2008	3	0.5769572745566007
7786	37	sadness	Matsumoto2008	4	0.6855150591819993
9946	37	sadness	Matsumoto2008	5	0.8194573283858998
1307	37	surprise	Matsumoto2008	1	0.7477317554240632
3467	37	surprise	Matsumoto2008	2	0.6356187102940349
5627	37	surprise	Matsumoto2008	3	0.730042194092827
7787	37	surprise	Matsumoto2008	4	0.6958398234683281
9947	37	surprise	Matsumoto2008	5	0.7028508771929823
1338	38	anger	Matsumoto2008	1	0.4797041623667011
3498	38	anger	Matsumoto2008	2	0.5294436696110336
5658	38	anger	Matsumoto2008	3	0.5298380221653879
7818	38	anger	Matsumoto2008	4	0.5149556303549572
9978	38	anger	Matsumoto2008	5	0.5202492211838006
1339	38	disgust	Matsumoto2008	1	0.5373892914653784
3499	38	disgust	Matsumoto2008	2	0.5234770231019295
5659	38	disgust	Matsumoto2008	3	0.5446230724008502
7819	38	disgust	Matsumoto2008	4	0.5223680545884974
9979	38	disgust	Matsumoto2008	5	0.5095266746891296
1340	38	fear	Matsumoto2008	1	0.46282051282051284
3500	38	fear	Matsumoto2008	2	0.6952693265318516
5660	38	fear	Matsumoto2008	3	0.6380316742081448
7820	38	fear	Matsumoto2008	4	0.67016327247191
9980	38	fear	Matsumoto2008	5	0.6885549483910139
1341	38	happy	Matsumoto2008	1	0.6472631452868607
3501	38	happy	Matsumoto2008	2	0.6390641567155099
5661	38	happy	Matsumoto2008	3	0.7024112443959771
7821	38	happy	Matsumoto2008	4	0.7747489239598279
9981	38	happy	Matsumoto2008	5	0.8588368153585545
1342	38	sadness	Matsumoto2008	1	0.626855600539811
3502	38	sadness	Matsumoto2008	2	0.7210743801652892
5662	38	sadness	Matsumoto2008	3	0.6170023419203747
7822	38	sadness	Matsumoto2008	4	0.7160643381115822
9982	38	sadness	Matsumoto2008	5	0.8016448959845187
1343	38	surprise	Matsumoto2008	1	0.7797718033998522
3503	38	surprise	Matsumoto2008	2	0.6790237874575225
5663	38	surprise	Matsumoto2008	3	0.7108349737532809
7823	38	surprise	Matsumoto2008	4	0.7197084956183057
9983	38	surprise	Matsumoto2008	5	0.652392797915186
1374	39	anger	Matsumoto2008	1	0.7781620302090221
3534	39	anger	Matsumoto2008	2	0.7042883587001234
5694	39	anger	Matsumoto2008	3	0.6658009841443411
7854	39	anger	Matsumoto2008	4	0.5991651562585818
10014	39	anger	Matsumoto2008	5	0.5934569479965899
1375	39	disgust	Matsumoto2008	1	0.6482480278847917
3535	39	disgust	Matsumoto2008	2	0.7029623451641799
5695	39	disgust	Matsumoto2008	3	0.6292926067830282
7855	39	disgust	Matsumoto2008	4	0.7153443766346992
10015	39	disgust	Matsumoto2008	5	0.7716073781291173
1376	39	fear	Matsumoto2008	1	0.5314285714285715
3536	39	fear	Matsumoto2008	2	0.694106071964018
5696	39	fear	Matsumoto2008	3	0.758127572016461
7856	39	fear	Matsumoto2008	4	0.8180313867833886
10016	39	fear	Matsumoto2008	5	0.7435301924353019
1377	39	happy	Matsumoto2008	1	0.683779104688549
3537	39	happy	Matsumoto2008	2	0.6686451084731887
5697	39	happy	Matsumoto2008	3	0.7396238310391929
7857	39	happy	Matsumoto2008	4	0.7880316840277779
10017	39	happy	Matsumoto2008	5	0.8589598997493735
1378	39	sadness	Matsumoto2008	1	0.560829974623078
3538	39	sadness	Matsumoto2008	2	0.5971785225718194
5698	39	sadness	Matsumoto2008	3	0.6128296971670466
7858	39	sadness	Matsumoto2008	4	0.6412650602409639
10018	39	sadness	Matsumoto2008	5	0.4911024305555555
1379	39	surprise	Matsumoto2008	1	0.8992362650899237
3539	39	surprise	Matsumoto2008	2	0.7878584229390683
5699	39	surprise	Matsumoto2008	3	0.8317163765384189
7859	39	surprise	Matsumoto2008	4	0.7927845209835624
10019	39	surprise	Matsumoto2008	5	0.7823159256645495
1410	40	anger	Matsumoto2008	1	0.5328598940779972
3570	40	anger	Matsumoto2008	2	0.5368554106879521
5730	40	anger	Matsumoto2008	3	0.5689418859649122
7890	40	anger	Matsumoto2008	4	0.5824791379197056
10050	40	anger	Matsumoto2008	5	0.6156637912897117
1411	40	disgust	Matsumoto2008	1	0.6118189102564103
3571	40	disgust	Matsumoto2008	2	0.6430927943024717
5731	40	disgust	Matsumoto2008	3	0.5954910889975825
7891	40	disgust	Matsumoto2008	4	0.6956053913240458
10051	40	disgust	Matsumoto2008	5	0.7353294853294854
1412	40	fear	Matsumoto2008	1	0.5180785123966942
3572	40	fear	Matsumoto2008	2	0.6301877219685439
5732	40	fear	Matsumoto2008	3	0.6909310046845865
7892	40	fear	Matsumoto2008	4	0.7460648148148148
10052	40	fear	Matsumoto2008	5	0.8284366576819407
1413	40	happy	Matsumoto2008	1	0.673722290640394
3573	40	happy	Matsumoto2008	2	0.7172968160871386
5733	40	happy	Matsumoto2008	3	0.66949533045977
7893	40	happy	Matsumoto2008	4	0.625576923076923
10053	40	happy	Matsumoto2008	5	0.6900885935769656
1414	40	sadness	Matsumoto2008	1	0.5320764462809917
3574	40	sadness	Matsumoto2008	2	0.6283593749999999
5734	40	sadness	Matsumoto2008	3	0.6153362897265338
7894	40	sadness	Matsumoto2008	4	0.6700808249721293
10054	40	sadness	Matsumoto2008	5	0.7315151515151515
1415	40	surprise	Matsumoto2008	1	0.7741572217378669
3575	40	surprise	Matsumoto2008	2	0.7373424369747898
5735	40	surprise	Matsumoto2008	3	0.6981171299596104
7895	40	surprise	Matsumoto2008	4	0.7741502683363148
