	sub	emotion	score	mapping	kernel	beta
330	31	surprise	0.8098498686660578	Cordaro2018ref	cosine	1
331	32	surprise	0.7983752393242857	Cordaro2018ref	cosine	1
332	33	surprise	0.7431772049606444	Cordaro2018ref	cosine	1
333	34	surprise	0.8160074098289202	Cordaro2018ref	cosine	1
334	35	surprise	0.7372878885250972	Cordaro2018ref	cosine	1
335	36	surprise	0.6529997464492838	Cordaro2018ref	cosine	1
336	37	surprise	0.6996307112156128	Cordaro2018ref	cosine	1
337	38	surprise	0.712575589069366	Cordaro2018ref	cosine	1
338	39	surprise	0.805479615482608	Cordaro2018ref	cosine	1
339	40	surprise	0.7580580778172568	Cordaro2018ref	cosine	1
340	41	surprise	0.6998689384010486	Cordaro2018ref	cosine	1
341	42	surprise	0.8231453345305337	Cordaro2018ref	cosine	1
342	43	surprise	0.7657963446475196	Cordaro2018ref	cosine	1
343	44	surprise	0.8023769621970809	Cordaro2018ref	cosine	1
344	45	surprise	0.7836643372096235	Cordaro2018ref	cosine	1
345	46	surprise	0.7088291808425817	Cordaro2018ref	cosine	1
346	47	surprise	0.751920468103885	Cordaro2018ref	cosine	1
347	48	surprise	0.6821613214160533	Cordaro2018ref	cosine	1
348	49	surprise	0.7931890142906668	Cordaro2018ref	cosine	1
349	50	surprise	0.8537454756334113	Cordaro2018ref	cosine	1
350	51	surprise	0.839134211744633	Cordaro2018ref	cosine	1
351	52	surprise	0.7117173485817839	Cordaro2018ref	cosine	1
352	53	surprise	0.7893340290661719	Cordaro2018ref	cosine	1
353	54	surprise	0.6601890836817932	Cordaro2018ref	cosine	1
354	55	surprise	0.8359646703283525	Cordaro2018ref	cosine	1
355	56	surprise	0.7618991108356739	Cordaro2018ref	cosine	1
356	57	surprise	0.7723895810813375	Cordaro2018ref	cosine	1
357	58	surprise	0.7733409221243441	Cordaro2018ref	cosine	1
358	59	surprise	0.7038025433295703	Cordaro2018ref	cosine	1
359	60	surprise	0.584960817049319	Cordaro2018ref	cosine	1
0	01	anger	0.561766312185124	Cordaro2018IPC	cosine	1
1	02	anger	0.6597713600643194	Cordaro2018IPC	cosine	1
2	03	anger	0.5055354075205192	Cordaro2018IPC	cosine	1
3	04	anger	0.43074835329170424	Cordaro2018IPC	cosine	1
4	05	anger	0.4782259623350086	Cordaro2018IPC	cosine	1
5	06	anger	0.6220441940311647	Cordaro2018IPC	cosine	1
6	07	anger	0.5347079037800688	Cordaro2018IPC	cosine	1
7	08	anger	0.5672575433643994	Cordaro2018IPC	cosine	1
8	09	anger	0.5675769697724373	Cordaro2018IPC	cosine	1
9	10	anger	0.5752733587016321	Cordaro2018IPC	cosine	1
10	11	anger	0.5325565237870937	Cordaro2018IPC	cosine	1
11	12	anger	0.5908633183408296	Cordaro2018IPC	cosine	1
12	13	anger	0.5270543797016447	Cordaro2018IPC	cosine	1
13	14	anger	0.5969256311007447	Cordaro2018IPC	cosine	1
14	15	anger	0.4712563537402726	Cordaro2018IPC	cosine	1
15	16	anger	0.5948954528481556	Cordaro2018IPC	cosine	1
16	17	anger	0.47196187753676955	Cordaro2018IPC	cosine	1
17	18	anger	0.5919515151515152	Cordaro2018IPC	cosine	1
18	19	anger	0.5208440584148439	Cordaro2018IPC	cosine	1
19	20	anger	0.3794249644840501	Cordaro2018IPC	cosine	1
20	21	anger	0.5746615610854252	Cordaro2018IPC	cosine	1
21	22	anger	0.41848537884863374	Cordaro2018IPC	cosine	1
22	23	anger	0.5084295954707333	Cordaro2018IPC	cosine	1
23	24	anger	0.5576402464675461	Cordaro2018IPC	cosine	1
24	25	anger	0.5612344088316916	Cordaro2018IPC	cosine	1
25	26	anger	0.49785095126421697	Cordaro2018IPC	cosine	1
26	27	anger	0.5253165908557029	Cordaro2018IPC	cosine	1
27	28	anger	0.3889300137356988	Cordaro2018IPC	cosine	1
28	29	anger	0.4919371663496349	Cordaro2018IPC	cosine	1
29	30	anger	0.535505650283156	Cordaro2018IPC	cosine	1
30	31	anger	0.6065879932219802	Cordaro2018IPC	cosine	1
31	32	anger	0.5901791180257965	Cordaro2018IPC	cosine	1
32	33	anger	0.558308403644413	Cordaro2018IPC	cosine	1
33	34	anger	0.47964720039188125	Cordaro2018IPC	cosine	1
34	35	anger	0.6042206823027718	Cordaro2018IPC	cosine	1
35	36	anger	0.5078874866690366	Cordaro2018IPC	cosine	1
36	37	anger	0.5885735351124556	Cordaro2018IPC	cosine	1
37	38	anger	0.4800056271044917	Cordaro2018IPC	cosine	1
38	39	anger	0.5320334523585791	Cordaro2018IPC	cosine	1
39	40	anger	0.4639066603007878	Cordaro2018IPC	cosine	1
40	41	anger	0.4667426162497973	Cordaro2018IPC	cosine	1
41	42	anger	0.44932092861490314	Cordaro2018IPC	cosine	1
42	43	anger	0.5090690777810012	Cordaro2018IPC	cosine	1
43	44	anger	0.5356234452301758	Cordaro2018IPC	cosine	1
44	45	anger	0.4834982308432525	Cordaro2018IPC	cosine	1
45	46	anger	0.5191451873649029	Cordaro2018IPC	cosine	1
46	47	anger	0.5333178977793157	Cordaro2018IPC	cosine	1
47	48	anger	0.4468220338983051	Cordaro2018IPC	cosine	1
48	49	anger	0.5398603472296045	Cordaro2018IPC	cosine	1
49	50	anger	0.5007465823467782	Cordaro2018IPC	cosine	1
50	51	anger	0.519433962264151	Cordaro2018IPC	cosine	1
51	52	anger	0.558411162624023	Cordaro2018IPC	cosine	1
52	53	anger	0.5003443235258729	Cordaro2018IPC	cosine	1
53	54	anger	0.5472374296253154	Cordaro2018IPC	cosine	1
54	55	anger	0.48334629060328255	Cordaro2018IPC	cosine	1
55	56	anger	0.5974402629494319	Cordaro2018IPC	cosine	1
56	57	anger	0.5644923570923395	Cordaro2018IPC	cosine	1
57	58	anger	0.5736151603498543	Cordaro2018IPC	cosine	1
58	59	anger	0.5068135620782177	Cordaro2018IPC	cosine	1
59	60	anger	0.516390898405814	Cordaro2018IPC	cosine	1
60	01	disgust	0.7149425172945802	Cordaro2018IPC	cosine	1
61	02	disgust	0.7386022858341198	Cordaro2018IPC	cosine	1
62	03	disgust	0.7762863277356031	Cordaro2018IPC	cosine	1
63	04	disgust	0.714149889731285	Cordaro2018IPC	cosine	1
64	05	disgust	0.7702684049528288	Cordaro2018IPC	cosine	1
65	06	disgust	0.8860611420600115	Cordaro2018IPC	cosine	1
66	07	disgust	0.6789784326595585	Cordaro2018IPC	cosine	1
67	08	disgust	0.6747084187656626	Cordaro2018IPC	cosine	1
68	09	disgust	0.689931424335094	Cordaro2018IPC	cosine	1
69	10	disgust	0.7428724757877008	Cordaro2018IPC	cosine	1
70	11	disgust	0.8721634059246592	Cordaro2018IPC	cosine	1
71	12	disgust	0.7611531819838089	Cordaro2018IPC	cosine	1
72	13	disgust	0.7872933884297522	Cordaro2018IPC	cosine	1
73	14	disgust	0.7979460262678553	Cordaro2018IPC	cosine	1
74	15	disgust	0.7869234178272778	Cordaro2018IPC	cosine	1
75	16	disgust	0.6773534302962585	Cordaro2018IPC	cosine	1
76	17	disgust	0.5925685225150596	Cordaro2018IPC	cosine	1
77	18	disgust	0.6412589161604355	Cordaro2018IPC	cosine	1
78	19	disgust	0.6910919772876929	Cordaro2018IPC	cosine	1
79	20	disgust	0.7520169486225334	Cordaro2018IPC	cosine	1
80	21	disgust	0.6475995550526161	Cordaro2018IPC	cosine	1
81	22	disgust	0.7060901503319017	Cordaro2018IPC	cosine	1
82	23	disgust	0.6672807622191788	Cordaro2018IPC	cosine	1
83	24	disgust	0.7089125072503957	Cordaro2018IPC	cosine	1
84	25	disgust	0.6920068839647717	Cordaro2018IPC	cosine	1
85	26	disgust	0.7191986617937355	Cordaro2018IPC	cosine	1
86	27	disgust	0.6942903408868537	Cordaro2018IPC	cosine	1
87	28	disgust	0.6337596573926947	Cordaro2018IPC	cosine	1
88	29	disgust	0.7114832535885167	Cordaro2018IPC	cosine	1
89	30	disgust	0.6402109179334847	Cordaro2018IPC	cosine	1
90	31	disgust	0.739275091479891	Cordaro2018IPC	cosine	1
91	32	disgust	0.7308426289008813	Cordaro2018IPC	cosine	1
92	33	disgust	0.6438556085248146	Cordaro2018IPC	cosine	1
93	34	disgust	0.7701202254880354	Cordaro2018IPC	cosine	1
94	35	disgust	0.6890137465494122	Cordaro2018IPC	cosine	1
95	36	disgust	0.563201210323306	Cordaro2018IPC	cosine	1
96	37	disgust	0.7671865350129844	Cordaro2018IPC	cosine	1
97	38	disgust	0.6983751669310676	Cordaro2018IPC	cosine	1
98	39	disgust	0.7068999870407568	Cordaro2018IPC	cosine	1
99	40	disgust	0.7519192958390489	Cordaro2018IPC	cosine	1
100	41	disgust	0.6817857652260733	Cordaro2018IPC	cosine	1
101	42	disgust	0.7960038662332546	Cordaro2018IPC	cosine	1
102	43	disgust	0.7308264452119471	Cordaro2018IPC	cosine	1
103	44	disgust	0.7283771130752614	Cordaro2018IPC	cosine	1
104	45	disgust	0.6531352262382205	Cordaro2018IPC	cosine	1
105	46	disgust	0.5860473645181278	Cordaro2018IPC	cosine	1
106	47	disgust	0.680379841857672	Cordaro2018IPC	cosine	1
107	48	disgust	0.6850313855522189	Cordaro2018IPC	cosine	1
108	49	disgust	0.6184982232548605	Cordaro2018IPC	cosine	1
109	50	disgust	0.7637926239678259	Cordaro2018IPC	cosine	1
110	51	disgust	0.822402906179502	Cordaro2018IPC	cosine	1
111	52	disgust	0.6219090341629128	Cordaro2018IPC	cosine	1
112	53	disgust	0.6928245688155474	Cordaro2018IPC	cosine	1
113	54	disgust	0.6022274970630619	Cordaro2018IPC	cosine	1
114	55	disgust	0.7455630152092854	Cordaro2018IPC	cosine	1
115	56	disgust	0.830119589374537	Cordaro2018IPC	cosine	1
116	57	disgust	0.70945837982827	Cordaro2018IPC	cosine	1
117	58	disgust	0.7779067541658862	Cordaro2018IPC	cosine	1
118	59	disgust	0.6834039548022598	Cordaro2018IPC	cosine	1
119	60	disgust	0.6865447407930035	Cordaro2018IPC	cosine	1
120	01	fear	0.49341283237247635	Cordaro2018IPC	cosine	1
121	02	fear	0.7866518682944876	Cordaro2018IPC	cosine	1
122	03	fear	0.5556838270620228	Cordaro2018IPC	cosine	1
123	04	fear	0.5580353186910564	Cordaro2018IPC	cosine	1
124	05	fear	0.4576203839079376	Cordaro2018IPC	cosine	1
125	06	fear	0.6128891933480638	Cordaro2018IPC	cosine	1
126	07	fear	0.6307905337361531	Cordaro2018IPC	cosine	1
127	08	fear	0.6309581461420593	Cordaro2018IPC	cosine	1
128	09	fear	0.5966540569488281	Cordaro2018IPC	cosine	1
129	10	fear	0.6454346667850641	Cordaro2018IPC	cosine	1
130	11	fear	0.4904903648676505	Cordaro2018IPC	cosine	1
131	12	fear	0.6245739487727558	Cordaro2018IPC	cosine	1
132	13	fear	0.5580088737039409	Cordaro2018IPC	cosine	1
133	14	fear	0.5414313021674985	Cordaro2018IPC	cosine	1
134	15	fear	0.5019062770981589	Cordaro2018IPC	cosine	1
135	16	fear	0.5438302717728026	Cordaro2018IPC	cosine	1
136	17	fear	0.5687206768614672	Cordaro2018IPC	cosine	1
137	18	fear	0.5525686371415084	Cordaro2018IPC	cosine	1
138	19	fear	0.48407124681933844	Cordaro2018IPC	cosine	1
139	20	fear	0.473760786674694	Cordaro2018IPC	cosine	1
140	21	fear	0.4604894638570286	Cordaro2018IPC	cosine	1
141	22	fear	0.39737363013528737	Cordaro2018IPC	cosine	1
142	23	fear	0.47328508205790154	Cordaro2018IPC	cosine	1
143	24	fear	0.46771731321839083	Cordaro2018IPC	cosine	1
144	25	fear	0.5314070555758535	Cordaro2018IPC	cosine	1
145	26	fear	0.6080665581479472	Cordaro2018IPC	cosine	1
146	27	fear	0.5091284376998663	Cordaro2018IPC	cosine	1
147	28	fear	0.5597523003996654	Cordaro2018IPC	cosine	1
148	29	fear	0.49143959788985536	Cordaro2018IPC	cosine	1
149	30	fear	0.5195950418914912	Cordaro2018IPC	cosine	1
150	31	fear	0.5089215628687838	Cordaro2018IPC	cosine	1
151	32	fear	0.4309529285878577	Cordaro2018IPC	cosine	1
152	33	fear	0.6753722063691066	Cordaro2018IPC	cosine	1
153	34	fear	0.4231280569141841	Cordaro2018IPC	cosine	1
154	35	fear	0.610245275105862	Cordaro2018IPC	cosine	1
155	36	fear	0.4908221776714307	Cordaro2018IPC	cosine	1
156	37	fear	0.47390343706356747	Cordaro2018IPC	cosine	1
157	38	fear	0.6818406428891486	Cordaro2018IPC	cosine	1
158	39	fear	0.48791692026780276	Cordaro2018IPC	cosine	1
159	40	fear	0.505965182515694	Cordaro2018IPC	cosine	1
160	41	fear	0.5484777394889755	Cordaro2018IPC	cosine	1
161	42	fear	0.42537015322551247	Cordaro2018IPC	cosine	1
162	43	fear	0.44368964003511846	Cordaro2018IPC	cosine	1
163	44	fear	0.4365991928768176	Cordaro2018IPC	cosine	1
164	45	fear	0.5271252729681031	Cordaro2018IPC	cosine	1
165	46	fear	0.48957206069788134	Cordaro2018IPC	cosine	1
166	47	fear	0.6834466674159829	Cordaro2018IPC	cosine	1
167	48	fear	0.5836228956228957	Cordaro2018IPC	cosine	1
168	49	fear	0.5028804501540706	Cordaro2018IPC	cosine	1
169	50	fear	0.46697065477167826	Cordaro2018IPC	cosine	1
170	51	fear	0.5153506433496837	Cordaro2018IPC	cosine	1
171	52	fear	0.518007608912779	Cordaro2018IPC	cosine	1
172	53	fear	0.5956146843992023	Cordaro2018IPC	cosine	1
173	54	fear	0.44054110738255037	Cordaro2018IPC	cosine	1
174	55	fear	0.5656609140726082	Cordaro2018IPC	cosine	1
175	56	fear	0.5261744966442953	Cordaro2018IPC	cosine	1
176	57	fear	0.5612125013250415	Cordaro2018IPC	cosine	1
177	58	fear	0.5694651823635457	Cordaro2018IPC	cosine	1
178	59	fear	0.5290069863172542	Cordaro2018IPC	cosine	1
179	60	fear	0.6245171156468796	Cordaro2018IPC	cosine	1
180	01	happy	0.7518253891446967	Cordaro2018IPC	cosine	1
181	02	happy	0.8283251381047776	Cordaro2018IPC	cosine	1
182	03	happy	0.7530019575566135	Cordaro2018IPC	cosine	1
183	04	happy	0.7561572313690672	Cordaro2018IPC	cosine	1
184	05	happy	0.7575642041328317	Cordaro2018IPC	cosine	1
185	06	happy	0.8103365991417393	Cordaro2018IPC	cosine	1
186	07	happy	0.7452526711418208	Cordaro2018IPC	cosine	1
187	08	happy	0.7673843761962804	Cordaro2018IPC	cosine	1
188	09	happy	0.7464434584374093	Cordaro2018IPC	cosine	1
189	10	happy	0.7645772050148653	Cordaro2018IPC	cosine	1
190	11	happy	0.7769273026027943	Cordaro2018IPC	cosine	1
191	12	happy	0.8220040031405854	Cordaro2018IPC	cosine	1
192	13	happy	0.8062190481942264	Cordaro2018IPC	cosine	1
193	14	happy	0.7921327709517696	Cordaro2018IPC	cosine	1
194	15	happy	0.7577224450386215	Cordaro2018IPC	cosine	1
195	16	happy	0.671683882312478	Cordaro2018IPC	cosine	1
196	17	happy	0.6667994192374023	Cordaro2018IPC	cosine	1
197	18	happy	0.7206243379337005	Cordaro2018IPC	cosine	1
198	19	happy	0.7282985581905749	Cordaro2018IPC	cosine	1
199	20	happy	0.6792520452633994	Cordaro2018IPC	cosine	1
200	21	happy	0.7043909463484879	Cordaro2018IPC	cosine	1
201	22	happy	0.6352225956921389	Cordaro2018IPC	cosine	1
202	23	happy	0.7737278050548914	Cordaro2018IPC	cosine	1
203	24	happy	0.7425245985285701	Cordaro2018IPC	cosine	1
204	25	happy	0.7176562648202598	Cordaro2018IPC	cosine	1
205	26	happy	0.8002311181788244	Cordaro2018IPC	cosine	1
206	27	happy	0.7464030984113762	Cordaro2018IPC	cosine	1
207	28	happy	0.8025548036792415	Cordaro2018IPC	cosine	1
208	29	happy	0.7065172115343845	Cordaro2018IPC	cosine	1
209	30	happy	0.6978803044167542	Cordaro2018IPC	cosine	1
210	31	happy	0.7997385333918806	Cordaro2018IPC	cosine	1
211	32	happy	0.7406324101437932	Cordaro2018IPC	cosine	1
212	33	happy	0.755432364118584	Cordaro2018IPC	cosine	1
213	34	happy	0.8079339836019225	Cordaro2018IPC	cosine	1
214	35	happy	0.7834641929193815	Cordaro2018IPC	cosine	1
215	36	happy	0.7489620230171397	Cordaro2018IPC	cosine	1
216	37	happy	0.713860344908837	Cordaro2018IPC	cosine	1
217	38	happy	0.6655186134835377	Cordaro2018IPC	cosine	1
218	39	happy	0.7525713864865433	Cordaro2018IPC	cosine	1
219	40	happy	0.7155531725004789	Cordaro2018IPC	cosine	1
220	41	happy	0.7091765873015874	Cordaro2018IPC	cosine	1
221	42	happy	0.7281515346959431	Cordaro2018IPC	cosine	1
222	43	happy	0.6969350964277737	Cordaro2018IPC	cosine	1
223	44	happy	0.805383017750905	Cordaro2018IPC	cosine	1
224	45	happy	0.7851707116412999	Cordaro2018IPC	cosine	1
225	46	happy	0.7048733255161141	Cordaro2018IPC	cosine	1
226	47	happy	0.6138043668592826	Cordaro2018IPC	cosine	1
227	48	happy	0.6913772582359192	Cordaro2018IPC	cosine	1
228	49	happy	0.7857334374151508	Cordaro2018IPC	cosine	1
229	50	happy	0.6995058582750712	Cordaro2018IPC	cosine	1
230	51	happy	0.8151113953736275	Cordaro2018IPC	cosine	1
231	52	happy	0.7240931482310793	Cordaro2018IPC	cosine	1
232	53	happy	0.7083807819532564	Cordaro2018IPC	cosine	1
233	54	happy	0.6909326479896348	Cordaro2018IPC	cosine	1
234	55	happy	0.7586397379712062	Cordaro2018IPC	cosine	1
235	56	happy	0.775173224949785	Cordaro2018IPC	cosine	1
236	57	happy	0.7264130583041402	Cordaro2018IPC	cosine	1
237	58	happy	0.7739852816073478	Cordaro2018IPC	cosine	1
238	59	happy	0.6947055034355181	Cordaro2018IPC	cosine	1
239	60	happy	0.7559617037145128	Cordaro2018IPC	cosine	1
240	01	sadness	0.7111622848014139	Cordaro2018IPC	cosine	1
241	02	sadness	0.7325100227087948	Cordaro2018IPC	cosine	1
242	03	sadness	0.7222111142063784	Cordaro2018IPC	cosine	1
243	04	sadness	0.6963843758276484	Cordaro2018IPC	cosine	1
244	05	sadness	0.6920865170327921	Cordaro2018IPC	cosine	1
245	06	sadness	0.6998232809715188	Cordaro2018IPC	cosine	1
246	07	sadness	0.7956732877312988	Cordaro2018IPC	cosine	1
247	08	sadness	0.6369353876225784	Cordaro2018IPC	cosine	1
248	09	sadness	0.7298369515850667	Cordaro2018IPC	cosine	1
249	10	sadness	0.674209379497841	Cordaro2018IPC	cosine	1
250	11	sadness	0.7671696797649286	Cordaro2018IPC	cosine	1
251	12	sadness	0.723433613611851	Cordaro2018IPC	cosine	1
252	13	sadness	0.7123751817835395	Cordaro2018IPC	cosine	1
253	14	sadness	0.6500981233901632	Cordaro2018IPC	cosine	1
254	15	sadness	0.774156728320122	Cordaro2018IPC	cosine	1
255	16	sadness	0.7232892802771799	Cordaro2018IPC	cosine	1
256	17	sadness	0.6483313198429478	Cordaro2018IPC	cosine	1
257	18	sadness	0.693597039277329	Cordaro2018IPC	cosine	1
258	19	sadness	0.6317709919788811	Cordaro2018IPC	cosine	1
259	20	sadness	0.5985218402258762	Cordaro2018IPC	cosine	1
260	21	sadness	0.718904788112273	Cordaro2018IPC	cosine	1
261	22	sadness	0.5919254033153424	Cordaro2018IPC	cosine	1
262	23	sadness	0.7392674144855284	Cordaro2018IPC	cosine	1
263	24	sadness	0.7266395896795023	Cordaro2018IPC	cosine	1
264	25	sadness	0.6862422074603987	Cordaro2018IPC	cosine	1
265	26	sadness	0.7091475216696119	Cordaro2018IPC	cosine	1
266	27	sadness	0.7629149573768584	Cordaro2018IPC	cosine	1
267	28	sadness	0.746849083928791	Cordaro2018IPC	cosine	1
268	29	sadness	0.6811082520495482	Cordaro2018IPC	cosine	1
269	30	sadness	0.6520144643972997	Cordaro2018IPC	cosine	1
270	31	sadness	0.7407506593629539	Cordaro2018IPC	cosine	1
271	32	sadness	0.7956989593529442	Cordaro2018IPC	cosine	1
272	33	sadness	0.6465878208504933	Cordaro2018IPC	cosine	1
273	34	sadness	0.8318003565062388	Cordaro2018IPC	cosine	1
274	35	sadness	0.8467834830144475	Cordaro2018IPC	cosine	1
275	36	sadness	0.5970817320812624	Cordaro2018IPC	cosine	1
276	37	sadness	0.6094400688031867	Cordaro2018IPC	cosine	1
277	38	sadness	0.793294637442606	Cordaro2018IPC	cosine	1
278	39	sadness	0.6269926611596458	Cordaro2018IPC	cosine	1
279	40	sadness	0.7213105413105413	Cordaro2018IPC	cosine	1
280	41	sadness	0.5779316838630495	Cordaro2018IPC	cosine	1
281	42	sadness	0.7225410061954324	Cordaro2018IPC	cosine	1
282	43	sadness	0.7425082480171672	Cordaro2018IPC	cosine	1
283	44	sadness	0.7092525266628718	Cordaro2018IPC	cosine	1
284	45	sadness	0.6374100612364859	Cordaro2018IPC	cosine	1
285	46	sadness	0.5767576563556976	Cordaro2018IPC	cosine	1
286	47	sadness	0.7077057192671564	Cordaro2018IPC	cosine	1
287	48	sadness	0.6582979192039595	Cordaro2018IPC	cosine	1
288	49	sadness	0.588740033126613	Cordaro2018IPC	cosine	1
289	50	sadness	0.527242058753284	Cordaro2018IPC	cosine	1
290	51	sadness	0.739512785619343	Cordaro2018IPC	cosine	1
291	52	sadness	0.6039992955014546	Cordaro2018IPC	cosine	1
292	53	sadness	0.698701241922427	Cordaro2018IPC	cosine	1
293	54	sadness	0.5415975232198142	Cordaro2018IPC	cosine	1
294	55	sadness	0.6257125214936736	Cordaro2018IPC	cosine	1
295	56	sadness	0.8338493338091839	Cordaro2018IPC	cosine	1
296	57	sadness	0.7550118038623786	Cordaro2018IPC	cosine	1
297	58	sadness	0.7343416613476792	Cordaro2018IPC	cosine	1
298	59	sadness	0.6737720977468611	Cordaro2018IPC	cosine	1
299	60	sadness	0.6838587181983087	Cordaro2018IPC	cosine	1
300	01	surprise	0.8228935329339798	Cordaro2018IPC	cosine	1
301	02	surprise	0.8646248269450872	Cordaro2018IPC	cosine	1
302	03	surprise	0.8555148744803917	Cordaro2018IPC	cosine	1
303	04	surprise	0.6981556420668436	Cordaro2018IPC	cosine	1
304	05	surprise	0.8170652676153545	Cordaro2018IPC	cosine	1
305	06	surprise	0.8536772814998621	Cordaro2018IPC	cosine	1
306	07	surprise	0.8989804754345092	Cordaro2018IPC	cosine	1
307	08	surprise	0.8690505052837363	Cordaro2018IPC	cosine	1
308	09	surprise	0.8504376058723885	Cordaro2018IPC	cosine	1
309	10	surprise	0.8578199501288899	Cordaro2018IPC	cosine	1
310	11	surprise	0.9053588688146752	Cordaro2018IPC	cosine	1
311	12	surprise	0.9056890382557519	Cordaro2018IPC	cosine	1
312	13	surprise	0.8720319484652532	Cordaro2018IPC	cosine	1
313	14	surprise	0.8465841567906502	Cordaro2018IPC	cosine	1
314	15	surprise	0.8504845755410773	Cordaro2018IPC	cosine	1
315	16	surprise	0.7482027508369312	Cordaro2018IPC	cosine	1
316	17	surprise	0.676103240514574	Cordaro2018IPC	cosine	1
317	18	surprise	0.7681084922812469	Cordaro2018IPC	cosine	1
318	19	surprise	0.8015473305775961	Cordaro2018IPC	cosine	1
319	20	surprise	0.6906549472013672	Cordaro2018IPC	cosine	1
320	21	surprise	0.7971831404639271	Cordaro2018IPC	cosine	1
321	22	surprise	0.6261907418565382	Cordaro2018IPC	cosine	1
322	23	surprise	0.8046995716548987	Cordaro2018IPC	cosine	1
323	24	surprise	0.8344783989336678	Cordaro2018IPC	cosine	1
324	25	surprise	0.7285511798294487	Cordaro2018IPC	cosine	1
325	26	surprise	0.8068258668850943	Cordaro2018IPC	cosine	1
326	27	surprise	0.8075406882891032	Cordaro2018IPC	cosine	1
327	28	surprise	0.7761064892762427	Cordaro2018IPC	cosine	1
328	29	surprise	0.7103980002597066	Cordaro2018IPC	cosine	1
329	30	surprise	0.6816764320132295	Cordaro2018IPC	cosine	1
330	31	surprise	0.8128907273280801	Cordaro2018IPC	cosine	1
331	32	surprise	0.7926039540074257	Cordaro2018IPC	cosine	1
332	33	surprise	0.7503282280352344	Cordaro2018IPC	cosine	1
333	34	surprise	0.8211637184749313	Cordaro2018IPC	cosine	1
334	35	surprise	0.7322112831199384	Cordaro2018IPC	cosine	1
335	36	surprise	0.6767258553312057	Cordaro2018IPC	cosine	1
336	37	surprise	0.7083378657674317	Cordaro2018IPC	cosine	1
337	38	surprise	0.7008532326502278	Cordaro2018IPC	cosine	1
338	39	surprise	0.8180174787985651	Cordaro2018IPC	cosine	1
339	40	surprise	0.7327334737026802	Cordaro2018IPC	cosine	1
340	41	surprise	0.6996218000617287	Cordaro2018IPC	cosine	1
341	42	surprise	0.8033539304886553	Cordaro2018IPC	cosine	1
342	43	surprise	0.7982940076717274	Cordaro2018IPC	cosine	1
343	44	surprise	0.8150895637500217	Cordaro2018IPC	cosine	1
344	45	surprise	0.7852498411733834	Cordaro2018IPC	cosine	1
345	46	surprise	0.7017047002134436	Cordaro2018IPC	cosine	1
346	47	surprise	0.7658336466011801	Cordaro2018IPC	cosine	1
347	48	surprise	0.6637114440939362	Cordaro2018IPC	cosine	1
348	49	surprise	0.8080905974346134	Cordaro2018IPC	cosine	1
349	50	surprise	0.8389125522426861	Cordaro2018IPC	cosine	1
350	51	surprise	0.8545835695819309	Cordaro2018IPC	cosine	1
351	52	surprise	0.7226455408689904	Cordaro2018IPC	cosine	1
352	53	surprise	0.7964343692022263	Cordaro2018IPC	cosine	1
353	54	surprise	0.6773056296762546	Cordaro2018IPC	cosine	1
354	55	surprise	0.8212289832825654	Cordaro2018IPC	cosine	1
355	56	surprise	0.7635004563761535	Cordaro2018IPC	cosine	1
356	57	surprise	0.768042043579678	Cordaro2018IPC	cosine	1
357	58	surprise	0.7817489576191894	Cordaro2018IPC	cosine	1
358	59	surprise	0.7165482435752706	Cordaro2018IPC	cosine	1
359	60	surprise	0.5837097818617518	Cordaro2018IPC	cosine	1
0	01	anger	0.6191223667012353	Ekman	cosine	1
1	02	anger	0.683809770292817	Ekman	cosine	1
2	03	anger	0.5881880590531228	Ekman	cosine	1
3	04	anger	0.5664048676354753	Ekman	cosine	1
4	05	anger	0.5937786491412161	Ekman	cosine	1
5	06	anger	0.6884985963161858	Ekman	cosine	1
6	07	anger	0.6405792832596956	Ekman	cosine	1
7	08	anger	0.6456227383744664	Ekman	cosine	1
8	09	anger	0.6741680415901379	Ekman	cosine	1
9	10	anger	0.6384341188336695	Ekman	cosine	1
10	11	anger	0.6240473386716909	Ekman	cosine	1
11	12	anger	0.635755247376312	Ekman	cosine	1
12	13	anger	0.6606696346352727	Ekman	cosine	1
13	14	anger	0.6906934135406049	Ekman	cosine	1
14	15	anger	0.6223879067768231	Ekman	cosine	1
15	16	anger	0.6186351438128992	Ekman	cosine	1
16	17	anger	0.5664742722471959	Ekman	cosine	1
17	18	anger	0.553766534914361	Ekman	cosine	1
18	19	anger	0.622039327498889	Ekman	cosine	1
19	20	anger	0.5577489345215033	Ekman	cosine	1
20	21	anger	0.6458419065140035	Ekman	cosine	1
21	22	anger	0.5807874725322761	Ekman	cosine	1
22	23	anger	0.5853004291845494	Ekman	cosine	1
23	24	anger	0.6398645583298277	Ekman	cosine	1
24	25	anger	0.5997301088713367	Ekman	cosine	1
25	26	anger	0.6272114125026346	Ekman	cosine	1
26	27	anger	0.6223332692677301	Ekman	cosine	1
27	28	anger	0.5708868984463032	Ekman	cosine	1
28	29	anger	0.5213004438444704	Ekman	cosine	1
29	30	anger	0.5861610420549471	Ekman	cosine	1
30	31	anger	0.6470685064149116	Ekman	cosine	1
31	32	anger	0.6410514871968082	Ekman	cosine	1
32	33	anger	0.6140282634500015	Ekman	cosine	1
33	34	anger	0.575519668604775	Ekman	cosine	1
34	35	anger	0.6279872068230278	Ekman	cosine	1
35	36	anger	0.5525552826889732	Ekman	cosine	1
