	sub	emotion	score	mapping	kernel	beta
0	01	anger	0.5425727628082793	Darwin	cosine	1
1	02	anger	0.6454955940476064	Darwin	cosine	1
2	03	anger	0.5653832989975713	Darwin	cosine	1
3	04	anger	0.5325874153814542	Darwin	cosine	1
4	05	anger	0.5428107914066383	Darwin	cosine	1
5	06	anger	0.6523598517083858	Darwin	cosine	1
6	07	anger	0.6144526264113893	Darwin	cosine	1
7	08	anger	0.5759124340106966	Darwin	cosine	1
8	09	anger	0.5347041060922081	Darwin	cosine	1
9	10	anger	0.5961575050430956	Darwin	cosine	1
10	11	anger	0.6223304286387188	Darwin	cosine	1
11	12	anger	0.5992522488755622	Darwin	cosine	1
12	13	anger	0.5033593296216017	Darwin	cosine	1
13	14	anger	0.6592689111362626	Darwin	cosine	1
14	15	anger	0.45292984271212877	Darwin	cosine	1
15	16	anger	0.5512851489165419	Darwin	cosine	1
16	17	anger	0.4874379900784125	Darwin	cosine	1
17	18	anger	0.6174682476943347	Darwin	cosine	1
18	19	anger	0.55349670657497	Darwin	cosine	1
19	20	anger	0.44669863102156787	Darwin	cosine	1
20	21	anger	0.6311560480259495	Darwin	cosine	1
21	22	anger	0.4889305283049956	Darwin	cosine	1
22	23	anger	0.5119110126929047	Darwin	cosine	1
23	24	anger	0.5386355200316746	Darwin	cosine	1
24	25	anger	0.585198682565338	Darwin	cosine	1
25	26	anger	0.48850905908750136	Darwin	cosine	1
26	27	anger	0.5100307158975235	Darwin	cosine	1
27	28	anger	0.5695482846826395	Darwin	cosine	1
28	29	anger	0.4956781411711767	Darwin	cosine	1
29	30	anger	0.5486165662913502	Darwin	cosine	1
30	31	anger	0.6031614621157105	Darwin	cosine	1
31	32	anger	0.5793523463722531	Darwin	cosine	1
32	33	anger	0.5736511902088479	Darwin	cosine	1
33	34	anger	0.5948262091879114	Darwin	cosine	1
34	35	anger	0.6107846481876332	Darwin	cosine	1
35	36	anger	0.5350105559465166	Darwin	cosine	1
36	37	anger	0.5534705806343729	Darwin	cosine	1
37	38	anger	0.4878109655929788	Darwin	cosine	1
38	39	anger	0.5989193760571321	Darwin	cosine	1
39	40	anger	0.5052428980663642	Darwin	cosine	1
40	41	anger	0.49862096037821185	Darwin	cosine	1
41	42	anger	0.4905503869228762	Darwin	cosine	1
42	43	anger	0.528557038326403	Darwin	cosine	1
43	44	anger	0.6000810576627442	Darwin	cosine	1
44	45	anger	0.5439361313278746	Darwin	cosine	1
45	46	anger	0.5664062564503958	Darwin	cosine	1
46	47	anger	0.5658557064055854	Darwin	cosine	1
47	48	anger	0.5150575060532687	Darwin	cosine	1
48	49	anger	0.5342865455522047	Darwin	cosine	1
49	50	anger	0.5859197078918146	Darwin	cosine	1
50	51	anger	0.5478616352201258	Darwin	cosine	1
51	52	anger	0.5528179055895243	Darwin	cosine	1
52	53	anger	0.4850494469063362	Darwin	cosine	1
53	54	anger	0.5558614292801829	Darwin	cosine	1
54	55	anger	0.5071093975066793	Darwin	cosine	1
55	56	anger	0.6633135884794097	Darwin	cosine	1
56	57	anger	0.621756733037701	Darwin	cosine	1
57	58	anger	0.5859378301009845	Darwin	cosine	1
58	59	anger	0.5335474428815351	Darwin	cosine	1
59	60	anger	0.5974866323439336	Darwin	cosine	1
60	01	disgust	0.6561777733539044	Darwin	cosine	1
61	02	disgust	0.6412168396770472	Darwin	cosine	1
62	03	disgust	0.6880039874242774	Darwin	cosine	1
63	04	disgust	0.5876352329840702	Darwin	cosine	1
64	05	disgust	0.6492370140314553	Darwin	cosine	1
65	06	disgust	0.722899552329981	Darwin	cosine	1
66	07	disgust	0.6698111501031078	Darwin	cosine	1
67	08	disgust	0.612933898992593	Darwin	cosine	1
68	09	disgust	0.5953259660828468	Darwin	cosine	1
69	10	disgust	0.7249993134508705	Darwin	cosine	1
70	11	disgust	0.7306723499136616	Darwin	cosine	1
71	12	disgust	0.6783576165002314	Darwin	cosine	1
72	13	disgust	0.7316652097902098	Darwin	cosine	1
73	14	disgust	0.7778992106860959	Darwin	cosine	1
74	15	disgust	0.738188042012065	Darwin	cosine	1
75	16	disgust	0.5526951862524732	Darwin	cosine	1
76	17	disgust	0.6065536917140801	Darwin	cosine	1
77	18	disgust	0.6102894375263537	Darwin	cosine	1
78	19	disgust	0.6182748253937411	Darwin	cosine	1
79	20	disgust	0.5532908314831608	Darwin	cosine	1
80	21	disgust	0.5747519302864446	Darwin	cosine	1
81	22	disgust	0.5834601013059135	Darwin	cosine	1
82	23	disgust	0.6027791886229446	Darwin	cosine	1
83	24	disgust	0.7595441847285779	Darwin	cosine	1
84	25	disgust	0.6356110437413491	Darwin	cosine	1
85	26	disgust	0.5999598326713651	Darwin	cosine	1
86	27	disgust	0.6387527233115469	Darwin	cosine	1
87	28	disgust	0.5628082984743891	Darwin	cosine	1
88	29	disgust	0.7709581787846614	Darwin	cosine	1
89	30	disgust	0.5781295503523793	Darwin	cosine	1
90	31	disgust	0.6430603169102693	Darwin	cosine	1
91	32	disgust	0.7254451137946283	Darwin	cosine	1
92	33	disgust	0.6000371721569048	Darwin	cosine	1
93	34	disgust	0.7627358982984005	Darwin	cosine	1
94	35	disgust	0.5751744258029865	Darwin	cosine	1
95	36	disgust	0.513189442350479	Darwin	cosine	1
96	37	disgust	0.6759578251843474	Darwin	cosine	1
97	38	disgust	0.5297574233909638	Darwin	cosine	1
98	39	disgust	0.6401995723449752	Darwin	cosine	1
99	40	disgust	0.5973788294467307	Darwin	cosine	1
100	41	disgust	0.5170188487999101	Darwin	cosine	1
101	42	disgust	0.5933057115182558	Darwin	cosine	1
102	43	disgust	0.6077235659679682	Darwin	cosine	1
103	44	disgust	0.6454475460970506	Darwin	cosine	1
104	45	disgust	0.5924067490096696	Darwin	cosine	1
105	46	disgust	0.5226806656605898	Darwin	cosine	1
106	47	disgust	0.735284881393254	Darwin	cosine	1
107	48	disgust	0.5498232607607608	Darwin	cosine	1
108	49	disgust	0.6104289814466806	Darwin	cosine	1
109	50	disgust	0.757626320968639	Darwin	cosine	1
110	51	disgust	0.744373977086743	Darwin	cosine	1
111	52	disgust	0.5867843089862663	Darwin	cosine	1
112	53	disgust	0.6177291987673343	Darwin	cosine	1
113	54	disgust	0.5776870072516582	Darwin	cosine	1
114	55	disgust	0.7061920515880331	Darwin	cosine	1
115	56	disgust	0.6980879810914735	Darwin	cosine	1
116	57	disgust	0.6923076419339799	Darwin	cosine	1
117	58	disgust	0.6149128436939247	Darwin	cosine	1
118	59	disgust	0.6162263634267267	Darwin	cosine	1
119	60	disgust	0.5830757603104413	Darwin	cosine	1
120	01	fear	0.603742409960762	Darwin	cosine	1
121	02	fear	0.6865216426193119	Darwin	cosine	1
122	03	fear	0.5886682618977652	Darwin	cosine	1
123	04	fear	0.496053547692892	Darwin	cosine	1
124	05	fear	0.6449800735744942	Darwin	cosine	1
125	06	fear	0.8209827481415681	Darwin	cosine	1
126	07	fear	0.6394511581067472	Darwin	cosine	1
127	08	fear	0.7228302575602923	Darwin	cosine	1
128	09	fear	0.5421447534838144	Darwin	cosine	1
129	10	fear	0.7250116547529192	Darwin	cosine	1
130	11	fear	0.606472697913406	Darwin	cosine	1
131	12	fear	0.7864589727110578	Darwin	cosine	1
132	13	fear	0.6249333681321723	Darwin	cosine	1
133	14	fear	0.7214881233286141	Darwin	cosine	1
134	15	fear	0.6607585215125044	Darwin	cosine	1
135	16	fear	0.49423131666638764	Darwin	cosine	1
136	17	fear	0.5655699731061423	Darwin	cosine	1
137	18	fear	0.5358113640387112	Darwin	cosine	1
138	19	fear	0.5347641417107066	Darwin	cosine	1
139	20	fear	0.6605615342163355	Darwin	cosine	1
140	21	fear	0.4790410776206988	Darwin	cosine	1
141	22	fear	0.5476515305607783	Darwin	cosine	1
142	23	fear	0.6602111377466346	Darwin	cosine	1
143	24	fear	0.7308399915895711	Darwin	cosine	1
144	25	fear	0.6998305119149109	Darwin	cosine	1
145	26	fear	0.7121577138723096	Darwin	cosine	1
146	27	fear	0.669390438621208	Darwin	cosine	1
147	28	fear	0.5678850264894507	Darwin	cosine	1
148	29	fear	0.5962434447020744	Darwin	cosine	1
149	30	fear	0.6809612624933062	Darwin	cosine	1
150	31	fear	0.6809703584644713	Darwin	cosine	1
151	32	fear	0.5326289788693661	Darwin	cosine	1
152	33	fear	0.7004837977740687	Darwin	cosine	1
153	34	fear	0.7006180524677633	Darwin	cosine	1
154	35	fear	0.5282397824587037	Darwin	cosine	1
155	36	fear	0.6705253400590657	Darwin	cosine	1
156	37	fear	0.6605170111268325	Darwin	cosine	1
157	38	fear	0.5689141823389741	Darwin	cosine	1
158	39	fear	0.7644354838709677	Darwin	cosine	1
159	40	fear	0.8206366044441493	Darwin	cosine	1
160	41	fear	0.7351047828575918	Darwin	cosine	1
161	42	fear	0.5718373695274432	Darwin	cosine	1
162	43	fear	0.5818661419791797	Darwin	cosine	1
163	44	fear	0.6451754105011425	Darwin	cosine	1
164	45	fear	0.8268755742771565	Darwin	cosine	1
165	46	fear	0.48016917971286344	Darwin	cosine	1
166	47	fear	0.6823788917612679	Darwin	cosine	1
167	48	fear	0.6283636363636363	Darwin	cosine	1
168	49	fear	0.7475192402161455	Darwin	cosine	1
169	50	fear	0.7272179957309397	Darwin	cosine	1
170	51	fear	0.7483827397455037	Darwin	cosine	1
171	52	fear	0.5871574627272232	Darwin	cosine	1
172	53	fear	0.5268939718351215	Darwin	cosine	1
173	54	fear	0.42213716442953025	Darwin	cosine	1
174	55	fear	0.7723119149098105	Darwin	cosine	1
175	56	fear	0.7737760282223369	Darwin	cosine	1
176	57	fear	0.6868253330271015	Darwin	cosine	1
177	58	fear	0.8256256174694192	Darwin	cosine	1
178	59	fear	0.45318901708410636	Darwin	cosine	1
179	60	fear	0.5565395522941643	Darwin	cosine	1
180	01	happy	0.7725477262540238	Darwin	cosine	1
181	02	happy	0.8329968519915707	Darwin	cosine	1
182	03	happy	0.7835609734395159	Darwin	cosine	1
183	04	happy	0.769211591293662	Darwin	cosine	1
184	05	happy	0.7736391694725028	Darwin	cosine	1
185	06	happy	0.8370793496781521	Darwin	cosine	1
186	07	happy	0.7420002516590347	Darwin	cosine	1
187	08	happy	0.7769581422220344	Darwin	cosine	1
188	09	happy	0.7763694813088712	Darwin	cosine	1
189	10	happy	0.7828382831794372	Darwin	cosine	1
190	11	happy	0.7947022067521625	Darwin	cosine	1
191	12	happy	0.827934069822734	Darwin	cosine	1
192	13	happy	0.834304208896551	Darwin	cosine	1
193	14	happy	0.8098020807387964	Darwin	cosine	1
194	15	happy	0.7917013269954446	Darwin	cosine	1
195	16	happy	0.6787620236363254	Darwin	cosine	1
196	17	happy	0.7045095211100507	Darwin	cosine	1
197	18	happy	0.7455873124250076	Darwin	cosine	1
198	19	happy	0.7214714914954582	Darwin	cosine	1
199	20	happy	0.6937839284348957	Darwin	cosine	1
200	21	happy	0.7066651154316421	Darwin	cosine	1
201	22	happy	0.6070500068596515	Darwin	cosine	1
202	23	happy	0.7618510958569435	Darwin	cosine	1
203	24	happy	0.7524171027863392	Darwin	cosine	1
204	25	happy	0.7468926196423114	Darwin	cosine	1
205	26	happy	0.8023613216755623	Darwin	cosine	1
206	27	happy	0.7580779214017969	Darwin	cosine	1
207	28	happy	0.7836419628023825	Darwin	cosine	1
208	29	happy	0.7187564694467516	Darwin	cosine	1
209	30	happy	0.7010095760985401	Darwin	cosine	1
210	31	happy	0.7964911580376034	Darwin	cosine	1
211	32	happy	0.7446401663376514	Darwin	cosine	1
212	33	happy	0.7649787733959897	Darwin	cosine	1
213	34	happy	0.7897040806710018	Darwin	cosine	1
214	35	happy	0.7994699672598031	Darwin	cosine	1
215	36	happy	0.7444370921074825	Darwin	cosine	1
216	37	happy	0.6988812661373731	Darwin	cosine	1
217	38	happy	0.6922038263597751	Darwin	cosine	1
218	39	happy	0.7339193653599311	Darwin	cosine	1
219	40	happy	0.6773086430136769	Darwin	cosine	1
220	41	happy	0.6986390923890923	Darwin	cosine	1
221	42	happy	0.7333055560311944	Darwin	cosine	1
222	43	happy	0.7200403852552795	Darwin	cosine	1
223	44	happy	0.7823245533157992	Darwin	cosine	1
224	45	happy	0.8034108048813932	Darwin	cosine	1
225	46	happy	0.6970749831219131	Darwin	cosine	1
226	47	happy	0.5955442410527876	Darwin	cosine	1
227	48	happy	0.7133411264612115	Darwin	cosine	1
228	49	happy	0.7564765476513712	Darwin	cosine	1
229	50	happy	0.6962393376646566	Darwin	cosine	1
230	51	happy	0.8128813559322035	Darwin	cosine	1
231	52	happy	0.6917487684729065	Darwin	cosine	1
232	53	happy	0.7259743803691285	Darwin	cosine	1
233	54	happy	0.7040809102043996	Darwin	cosine	1
234	55	happy	0.7725554238674054	Darwin	cosine	1
235	56	happy	0.7940134041511079	Darwin	cosine	1
236	57	happy	0.7534064991099594	Darwin	cosine	1
237	58	happy	0.7715776719592685	Darwin	cosine	1
238	59	happy	0.7097928779069768	Darwin	cosine	1
239	60	happy	0.7668977090325405	Darwin	cosine	1
240	01	sadness	0.680435410683027	Darwin	cosine	1
241	02	sadness	0.6010980590054856	Darwin	cosine	1
242	03	sadness	0.5976593039242997	Darwin	cosine	1
243	04	sadness	0.6118128046126073	Darwin	cosine	1
244	05	sadness	0.6151230698822032	Darwin	cosine	1
245	06	sadness	0.5899816742032135	Darwin	cosine	1
246	07	sadness	0.6369321669736034	Darwin	cosine	1
247	08	sadness	0.5707489322112741	Darwin	cosine	1
248	09	sadness	0.6656621854846035	Darwin	cosine	1
249	10	sadness	0.6637474012474014	Darwin	cosine	1
250	11	sadness	0.5793075684380032	Darwin	cosine	1
251	12	sadness	0.6462533842530429	Darwin	cosine	1
252	13	sadness	0.6466463367214416	Darwin	cosine	1
253	14	sadness	0.6340128962169929	Darwin	cosine	1
254	15	sadness	0.6548680044752315	Darwin	cosine	1
255	16	sadness	0.601024331985931	Darwin	cosine	1
256	17	sadness	0.6122400854958995	Darwin	cosine	1
257	18	sadness	0.6392813084484061	Darwin	cosine	1
258	19	sadness	0.6198370392933292	Darwin	cosine	1
259	20	sadness	0.6402720109247264	Darwin	cosine	1
260	21	sadness	0.615419894726444	Darwin	cosine	1
261	22	sadness	0.6425195575990659	Darwin	cosine	1
262	23	sadness	0.6191455477080736	Darwin	cosine	1
263	24	sadness	0.6190045602292732	Darwin	cosine	1
264	25	sadness	0.6261982626469086	Darwin	cosine	1
265	26	sadness	0.6623375530469698	Darwin	cosine	1
266	27	sadness	0.6583326059759681	Darwin	cosine	1
267	28	sadness	0.6310695694943506	Darwin	cosine	1
268	29	sadness	0.6372911691264872	Darwin	cosine	1
269	30	sadness	0.6450759244272801	Darwin	cosine	1
270	31	sadness	0.6457587745993102	Darwin	cosine	1
271	32	sadness	0.6791638761526968	Darwin	cosine	1
272	33	sadness	0.6370034599176324	Darwin	cosine	1
273	34	sadness	0.6367696573578927	Darwin	cosine	1
274	35	sadness	0.5907571912013536	Darwin	cosine	1
275	36	sadness	0.5799414377938735	Darwin	cosine	1
276	37	sadness	0.6100766114430562	Darwin	cosine	1
277	38	sadness	0.6572422783546408	Darwin	cosine	1
278	39	sadness	0.6583598856310362	Darwin	cosine	1
279	40	sadness	0.6460290326956993	Darwin	cosine	1
280	41	sadness	0.5492562433840745	Darwin	cosine	1
281	42	sadness	0.6182532127912814	Darwin	cosine	1
282	43	sadness	0.6354699400344731	Darwin	cosine	1
283	44	sadness	0.6201306024251667	Darwin	cosine	1
284	45	sadness	0.6813424034762681	Darwin	cosine	1
285	46	sadness	0.5938813213619499	Darwin	cosine	1
286	47	sadness	0.6393890746721798	Darwin	cosine	1
287	48	sadness	0.659593558083491	Darwin	cosine	1
288	49	sadness	0.6160155618042449	Darwin	cosine	1
289	50	sadness	0.49229365957286336	Darwin	cosine	1
290	51	sadness	0.6595453035002214	Darwin	cosine	1
291	52	sadness	0.5763839885438407	Darwin	cosine	1
292	53	sadness	0.5827297189808507	Darwin	cosine	1
293	54	sadness	0.46491640866873063	Darwin	cosine	1
294	55	sadness	0.6376272226694895	Darwin	cosine	1
295	56	sadness	0.653623899595527	Darwin	cosine	1
296	57	sadness	0.6759089941561206	Darwin	cosine	1
297	58	sadness	0.6116181878970244	Darwin	cosine	1
298	59	sadness	0.5969748442934564	Darwin	cosine	1
299	60	sadness	0.6278290388792032	Darwin	cosine	1
300	01	surprise	0.8043265127003796	Darwin	cosine	1
301	02	surprise	0.8485921535111614	Darwin	cosine	1
302	03	surprise	0.8559290817911508	Darwin	cosine	1
303	04	surprise	0.7295735856755193	Darwin	cosine	1
304	05	surprise	0.8199148403549099	Darwin	cosine	1
305	06	surprise	0.8010011717673008	Darwin	cosine	1
306	07	surprise	0.8935546942113546	Darwin	cosine	1
307	08	surprise	0.8584262701363072	Darwin	cosine	1
308	09	surprise	0.8176712779973649	Darwin	cosine	1
309	10	surprise	0.8443402186915574	Darwin	cosine	1
310	11	surprise	0.9008275262305312	Darwin	cosine	1
311	12	surprise	0.8897806313536651	Darwin	cosine	1
312	13	surprise	0.8466348635382904	Darwin	cosine	1
313	14	surprise	0.8423910902465448	Darwin	cosine	1
314	15	surprise	0.8222172090546087	Darwin	cosine	1
315	16	surprise	0.712505264742364	Darwin	cosine	1
316	17	surprise	0.6896564077511806	Darwin	cosine	1
317	18	surprise	0.751628871772834	Darwin	cosine	1
318	19	surprise	0.792069864799945	Darwin	cosine	1
319	20	surprise	0.7242568516144784	Darwin	cosine	1
320	21	surprise	0.7405754123094531	Darwin	cosine	1
321	22	surprise	0.6611895888658291	Darwin	cosine	1
322	23	surprise	0.8083033426565219	Darwin	cosine	1
323	24	surprise	0.8338462443155088	Darwin	cosine	1
324	25	surprise	0.7411642696720034	Darwin	cosine	1
325	26	surprise	0.8139562724466007	Darwin	cosine	1
326	27	surprise	0.804647472140122	Darwin	cosine	1
327	28	surprise	0.769265898561729	Darwin	cosine	1
328	29	surprise	0.7087456174522789	Darwin	cosine	1
329	30	surprise	0.6689173295697546	Darwin	cosine	1
330	31	surprise	0.7939145656775911	Darwin	cosine	1
331	32	surprise	0.820770703534066	Darwin	cosine	1
332	33	surprise	0.7511034612945441	Darwin	cosine	1
333	34	surprise	0.8089925901710799	Darwin	cosine	1
334	35	surprise	0.7246331344520879	Darwin	cosine	1
335	36	surprise	0.6515378052167053	Darwin	cosine	1
336	37	surprise	0.716458593076672	Darwin	cosine	1
337	38	surprise	0.7185241330131497	Darwin	cosine	1
338	39	surprise	0.8257862830659478	Darwin	cosine	1
339	40	surprise	0.7631980085098917	Darwin	cosine	1
340	41	surprise	0.7283088580643141	Darwin	cosine	1
341	42	surprise	0.8016760806134621	Darwin	cosine	1
342	43	surprise	0.7626253102536827	Darwin	cosine	1
343	44	surprise	0.7912764501556999	Darwin	cosine	1
344	45	surprise	0.7978758666408861	Darwin	cosine	1
345	46	surprise	0.7167057897160856	Darwin	cosine	1
346	47	surprise	0.7929857967082359	Darwin	cosine	1
347	48	surprise	0.681462495618647	Darwin	cosine	1
348	49	surprise	0.788451908632179	Darwin	cosine	1
349	50	surprise	0.8588460115583817	Darwin	cosine	1
350	51	surprise	0.832166395305892	Darwin	cosine	1
351	52	surprise	0.6861196652361041	Darwin	cosine	1
352	53	surprise	0.7802721088435374	Darwin	cosine	1
353	54	surprise	0.6890196559376767	Darwin	cosine	1
354	55	surprise	0.8374217494543449	Darwin	cosine	1
355	56	surprise	0.7568665198644496	Darwin	cosine	1
356	57	surprise	0.78715793366331	Darwin	cosine	1
357	58	surprise	0.7953843478310861	Darwin	cosine	1
358	59	surprise	0.7007997709011222	Darwin	cosine	1
359	60	surprise	0.5937329304177753	Darwin	cosine	1
0	01	anger	0.562772687943741	Matsumoto2008	cosine	1
1	02	anger	0.6264541243769944	Matsumoto2008	cosine	1
2	03	anger	0.5958263948766216	Matsumoto2008	cosine	1
3	04	anger	0.5570119236520965	Matsumoto2008	cosine	1
4	05	anger	0.5868572927597062	Matsumoto2008	cosine	1
5	06	anger	0.6663047412233081	Matsumoto2008	cosine	1
6	07	anger	0.6138659793814434	Matsumoto2008	cosine	1
7	08	anger	0.5813832326628889	Matsumoto2008	cosine	1
8	09	anger	0.5977656196494724	Matsumoto2008	cosine	1
9	10	anger	0.5951179396662387	Matsumoto2008	cosine	1
10	11	anger	0.726734573716439	Matsumoto2008	cosine	1
11	12	anger	0.6393815592203898	Matsumoto2008	cosine	1
12	13	anger	0.48762077294685996	Matsumoto2008	cosine	1
13	14	anger	0.6530219986368099	Matsumoto2008	cosine	1
14	15	anger	0.4016151120307479	Matsumoto2008	cosine	1
15	16	anger	0.6003298632869785	Matsumoto2008	cosine	1
16	17	anger	0.4372135905381225	Matsumoto2008	cosine	1
17	18	anger	0.5185138339920948	Matsumoto2008	cosine	1
18	19	anger	0.5821266241623436	Matsumoto2008	cosine	1
19	20	anger	0.4895211804210254	Matsumoto2008	cosine	1
20	21	anger	0.5876045423737019	Matsumoto2008	cosine	1
21	22	anger	0.4762487201343669	Matsumoto2008	cosine	1
22	23	anger	0.5693677137552127	Matsumoto2008	cosine	1
23	24	anger	0.5320614024234326	Matsumoto2008	cosine	1
24	25	anger	0.5591501860266537	Matsumoto2008	cosine	1
25	26	anger	0.5439934688127805	Matsumoto2008	cosine	1
26	27	anger	0.5634089307450829	Matsumoto2008	cosine	1
27	28	anger	0.5369301124353311	Matsumoto2008	cosine	1
28	29	anger	0.4303655069440183	Matsumoto2008	cosine	1
29	30	anger	0.5446272250717517	Matsumoto2008	cosine	1
30	31	anger	0.5840583393851367	Matsumoto2008	cosine	1
31	32	anger	0.5468496020772202	Matsumoto2008	cosine	1
32	33	anger	0.5083581293509993	Matsumoto2008	cosine	1
33	34	anger	0.5413578472089111	Matsumoto2008	cosine	1
34	35	anger	0.5776780383795309	Matsumoto2008	cosine	1
35	36	anger	0.5392492581817654	Matsumoto2008	cosine	1
36	37	anger	0.5775971714438457	Matsumoto2008	cosine	1
37	38	anger	0.39787032246939125	Matsumoto2008	cosine	1
38	39	anger	0.5954436300611832	Matsumoto2008	cosine	1
39	40	anger	0.533059799474815	Matsumoto2008	cosine	1
40	41	anger	0.5597851224153674	Matsumoto2008	cosine	1
41	42	anger	0.4722980610381706	Matsumoto2008	cosine	1
42	43	anger	0.5439544853818135	Matsumoto2008	cosine	1
43	44	anger	0.5680269446851329	Matsumoto2008	cosine	1
44	45	anger	0.601600943881801	Matsumoto2008	cosine	1
45	46	anger	0.5668009174630066	Matsumoto2008	cosine	1
46	47	anger	0.570695515886747	Matsumoto2008	cosine	1
47	48	anger	0.5339474878934625	Matsumoto2008	cosine	1
48	49	anger	0.5688612368446083	Matsumoto2008	cosine	1
49	50	anger	0.5468417684590916	Matsumoto2008	cosine	1
50	51	anger	0.5795283018867925	Matsumoto2008	cosine	1
51	52	anger	0.6020978446699068	Matsumoto2008	cosine	1
52	53	anger	0.5000371203801126	Matsumoto2008	cosine	1
53	54	anger	0.50113591751332	Matsumoto2008	cosine	1
54	55	anger	0.5423978973705292	Matsumoto2008	cosine	1
55	56	anger	0.6481975431253622	Matsumoto2008	cosine	1
56	57	anger	0.6059940426103072	Matsumoto2008	cosine	1
57	58	anger	0.6944994612751934	Matsumoto2008	cosine	1
58	59	anger	0.5109448826011148	Matsumoto2008	cosine	1
59	60	anger	0.5573505553992086	Matsumoto2008	cosine	1
60	01	disgust	0.7277479719305231	Matsumoto2008	cosine	1
61	02	disgust	0.6954320016776763	Matsumoto2008	cosine	1
62	03	disgust	0.7566743347902769	Matsumoto2008	cosine	1
63	04	disgust	0.6884596454363896	Matsumoto2008	cosine	1
64	05	disgust	0.733008135787522	Matsumoto2008	cosine	1
65	06	disgust	0.8605585390092909	Matsumoto2008	cosine	1
66	07	disgust	0.6623855866285591	Matsumoto2008	cosine	1
67	08	disgust	0.6693671617574333	Matsumoto2008	cosine	1
68	09	disgust	0.688107566490594	Matsumoto2008	cosine	1
69	10	disgust	0.7193421486241555	Matsumoto2008	cosine	1
70	11	disgust	0.8156884440644435	Matsumoto2008	cosine	1
71	12	disgust	0.7192064095590656	Matsumoto2008	cosine	1
72	13	disgust	0.831146694214876	Matsumoto2008	cosine	1
73	14	disgust	0.8020987121720512	Matsumoto2008	cosine	1
74	15	disgust	0.8102367477217634	Matsumoto2008	cosine	1
75	16	disgust	0.6254977081183413	Matsumoto2008	cosine	1
76	17	disgust	0.60640472972482	Matsumoto2008	cosine	1
77	18	disgust	0.6145244634271083	Matsumoto2008	cosine	1
78	19	disgust	0.6651162602415881	Matsumoto2008	cosine	1
79	20	disgust	0.700379545952031	Matsumoto2008	cosine	1
80	21	disgust	0.6305493329638268	Matsumoto2008	cosine	1
81	22	disgust	0.6694108204260489	Matsumoto2008	cosine	1
82	23	disgust	0.6513135220439519	Matsumoto2008	cosine	1
83	24	disgust	0.7308035557514558	Matsumoto2008	cosine	1
84	25	disgust	0.6929684342042406	Matsumoto2008	cosine	1
85	26	disgust	0.6965622580380904	Matsumoto2008	cosine	1
86	27	disgust	0.6855480216038512	Matsumoto2008	cosine	1
87	28	disgust	0.598119773231648	Matsumoto2008	cosine	1
88	29	disgust	0.7159756215269639	Matsumoto2008	cosine	1
89	30	disgust	0.673230094938552	Matsumoto2008	cosine	1
90	31	disgust	0.749582307149664	Matsumoto2008	cosine	1
91	32	disgust	0.7236055731201362	Matsumoto2008	cosine	1
92	33	disgust	0.6296816479400749	Matsumoto2008	cosine	1
93	34	disgust	0.7874870959136093	Matsumoto2008	cosine	1
94	35	disgust	0.6709067700404392	Matsumoto2008	cosine	1
95	36	disgust	0.5455890420700795	Matsumoto2008	cosine	1
96	37	disgust	0.7686511450249145	Matsumoto2008	cosine	1
97	38	disgust	0.5269677699801925	Matsumoto2008	cosine	1
98	39	disgust	0.694702909350094	Matsumoto2008	cosine	1
99	40	disgust	0.7335493827160493	Matsumoto2008	cosine	1
100	41	disgust	0.6356508161946122	Matsumoto2008	cosine	1
101	42	disgust	0.7283027153926978	Matsumoto2008	cosine	1
102	43	disgust	0.6652123537140417	Matsumoto2008	cosine	1
103	44	disgust	0.7394169971064195	Matsumoto2008	cosine	1
104	45	disgust	0.6918434601284356	Matsumoto2008	cosine	1
105	46	disgust	0.5731611525228586	Matsumoto2008	cosine	1
106	47	disgust	0.6863339505555	Matsumoto2008	cosine	1
107	48	disgust	0.6664346638304971	Matsumoto2008	cosine	1
108	49	disgust	0.6512958280657397	Matsumoto2008	cosine	1
109	50	disgust	0.8158849343870521	Matsumoto2008	cosine	1
110	51	disgust	0.8653763214933426	Matsumoto2008	cosine	1
111	52	disgust	0.6444442719772757	Matsumoto2008	cosine	1
112	53	disgust	0.7003252522491177	Matsumoto2008	cosine	1
113	54	disgust	0.5663269635886223	Matsumoto2008	cosine	1
114	55	disgust	0.7987995563015209	Matsumoto2008	cosine	1
115	56	disgust	0.8060182735386461	Matsumoto2008	cosine	1
116	57	disgust	0.6857092900812548	Matsumoto2008	cosine	1
117	58	disgust	0.7285799392582629	Matsumoto2008	cosine	1
118	59	disgust	0.6664656116683961	Matsumoto2008	cosine	1
119	60	disgust	0.6801363513302869	Matsumoto2008	cosine	1
120	01	fear	0.7235444661215721	Matsumoto2008	cosine	1
121	02	fear	0.7490344062153165	Matsumoto2008	cosine	1
122	03	fear	0.6366592968855678	Matsumoto2008	cosine	1
123	04	fear	0.5411618878831994	Matsumoto2008	cosine	1
124	05	fear	0.6324983492901948	Matsumoto2008	cosine	1
125	06	fear	0.8210173047096536	Matsumoto2008	cosine	1
126	07	fear	0.6763595166163142	Matsumoto2008	cosine	1
127	08	fear	0.757863275245056	Matsumoto2008	cosine	1
128	09	fear	0.6312700112803802	Matsumoto2008	cosine	1
129	10	fear	0.7688043888469565	Matsumoto2008	cosine	1
130	11	fear	0.6932327892257537	Matsumoto2008	cosine	1
